,Empid,projectName,projectType,Tech_stack,startDate,endDate,role,Status
726,Emp_181,AgileWare,Dashboard Creator,"['Artificial Intelligence', 'Microservices', 'Troubleshooting', 'Penetration Testing']",2012-10-11,2024-04-27,Performance Engineer,Approved
727,Emp_181,AgileFlow,Content Management System,"['Data Visualization', 'Kotlin', 'Test-Driven Development', 'Documentation']",2001-05-27,2024-04-09,DevOps Engineer,Approved
728,Emp_182,ByteForge,Project Management Software,"['Network Security', 'Test-Driven Development', 'UI/UX Design', 'NoSQL']",1977-02-13,2024-04-10,Designer,Approved
729,Emp_182,TechSprint,Learning Management System,"['Data Analysis', 'User Stories', 'CSS', 'Vue.js']",1992-01-20,2024-05-01,Automation Tester,Approved
730,Emp_182,DataLink Inventory Tracker,Document Management System,"['Containerization', 'HTML', 'Azure', 'Data Science']",1985-06-20,2024-04-18,Artificial Intelligence Engineer,Approved
731,Emp_182,TechSpark,Supply Chain Management Software,"['Microservices', 'SQL', 'Angular', 'Behavior-Driven Development']",2021-09-10,2024-04-09,Business Analyst,Approved
732,Emp_183,DataLink Inventory Tracker,Data Analyzer,"['Agile Methodologies', 'HTML', 'Git', 'Swift']",2013-07-07,2024-04-25,Data Scientist,Approved
733,Emp_183,Streamline Solutions CRM,Content Delivery Network,"['PostgreSQL', 'Problem Solving', 'Angular', 'Node.js']",2001-09-10,2024-04-21,Technical Architect,Approved
734,Emp_183,TechNova Backup Solution,Virtual Assistant,"['Docker', 'Angular', 'Scrum', 'Vue.js']",2001-03-12,2024-04-20,Product Manager,Approved
735,Emp_183,PixelWare,Virtual Assistant,"['Behavior-Driven Development', 'Continuous Deployment', 'CI/CD', 'Information Security']",2019-10-02,2024-05-01,Quality Assurance Engineer,Approved
736,Emp_184,CyberLink,Mobile App,"['Leadership', 'Problem Solving', 'Azure', 'GraphQL']",1974-05-07,2024-04-08,Network Engineer,Approved
737,Emp_184,ByteBoost,Content Management System,"['PostgreSQL', 'Communication', 'Artificial Intelligence', 'Agile Product Management']",1972-12-08,2024-04-11,Cloud Solutions Architect,Approved
738,Emp_184,ByteBlitz Document Manager,Customer Relationship Management,"['C#', 'Leadership', 'Prototyping', 'Accessibility']",2008-01-06,2024-04-14,Project Manager,Approved
739,Emp_184,NexGen Mobile Scheduler,Accounting Software,"['Node.js', 'React', 'AWS', 'Requirements Analysis']",1989-06-24,2024-05-02,Project Manager,Approved
740,Emp_185,DataForge Dashboard Creator,Learning Management System,"['Kotlin', 'JavaScript', 'PostgreSQL', 'Swift']",1982-03-06,2024-04-19,Project Manager,Approved
741,Emp_185,InnovateSoft Budget Planner,Chatbot,"['.NET', 'Business Analysis', 'Product Management', 'Troubleshooting']",2020-12-25,2024-04-28,Cloud Solutions Architect,Approved
742,Emp_185,InnovatePro,Backup Solution,"['User Stories', 'Objective-C', 'Ruby', 'Machine Learning']",1996-10-12,2024-04-26,Database Administrator,Approved
743,Emp_185,ByteBoost,Remote Support Tool,"['Containerization', 'React', 'Business Analysis', 'User Research']",2022-01-17,2024-04-29,Release Manager,Approved
744,Emp_186,QuickTech Remote Support,Budget Planner,"['Troubleshooting', 'Ruby', 'Responsive Design', 'Behavior-Driven Development']",2015-09-14,2024-05-04,Cloud Solutions Architect,Approved
745,Emp_186,CyberTech,Customer Relationship Management,"['Requirements Analysis', 'AWS', 'Ruby', 'Angular']",1973-09-20,2024-04-30,Technical Architect,Approved
746,Emp_186,PixelPulse,Learning Management System,"['Network Security', 'Agile Product Management', 'Google Cloud Platform', 'PHP']",2005-09-06,2024-04-08,DevOps Engineer,Approved
747,Emp_186,PixelPlex Crypto Trader,Budget Planner,"['Requirements Analysis', 'PostgreSQL', 'Problem Solving', 'Swift']",2009-10-29,2024-05-01,Machine Learning Engineer,Approved
748,Emp_187,DataLink Inventory Tracker,Data Visualization Tool,"['Django', 'DevOps', 'Java', 'PostgreSQL']",1975-07-10,2024-04-16,UI/UX Designer,Approved
749,Emp_187,AgileWare,Crypto Trader,"['AWS', 'Collaboration', 'Microservices', 'React']",2019-07-13,2024-04-29,Project Manager,Approved
750,Emp_187,PixelPulse,Event Management Software,"['Azure', 'Swift', 'Statistical Analysis', 'Wireframing']",1975-03-22,2024-05-03,Business Analyst,Approved
751,Emp_187,TechNova Backup Solution,Healthcare Management System,"['NoSQL', 'Product Management', 'Documentation', 'Git']",1975-10-18,2024-04-14,Project Manager,Approved
752,Emp_188,DataLink Inventory Tracker,Accounting Software,"['DevOps', 'Kubernetes', 'Java', 'PostgreSQL']",1995-01-02,2024-04-15,IT Support Specialist,Approved
753,Emp_188,ByteBoost,Help Desk Software,"['Leadership', 'Continuous Deployment', 'CI/CD', 'Business Analysis']",2005-09-09,2024-04-22,Artificial Intelligence Engineer,Approved
754,Emp_188,ByteBlitz Document Manager,Asset Management System,"['Data Visualization', 'Kubernetes', 'Information Security', 'Behavior-Driven Development']",2003-09-20,2024-04-07,IT Support Specialist,Approved
755,Emp_188,InnovatePro,Dashboard Creator,"['JavaScript', 'User Stories', 'Penetration Testing', 'MongoDB']",2010-01-11,2024-04-18,Cybersecurity Specialist,Approved
756,Emp_189,DataCraft,Appointment Scheduling Software,"['Wireframing', 'Machine Learning', 'C#', 'Azure']",1970-05-11,2024-05-05,Technical Writer,Approved
757,Emp_189,Streamline Solutions CRM,Customer Relationship Management,"['CSS', 'Agile Product Management', 'User Research', 'JavaScript']",2006-05-17,2024-04-12,DevOps Engineer,Approved
758,Emp_189,CyberTech,Content Delivery Network,"['Data Science', 'MySQL', 'JavaScript', 'Continuous Integration']",1985-04-09,2024-04-27,Performance Engineer,Approved
759,Emp_189,InnovateSoft Budget Planner,Inventory Management System,"['NoSQL', 'Vue.js', 'Google Cloud Platform', 'Problem Solving']",2015-11-11,2024-04-24,Technical Architect,Approved
760,Emp_190,CyberLink,CRM System,"['CSS', 'Kotlin', 'Angular', 'Interaction Design']",1980-06-30,2024-04-24,Release Manager,Approved
761,Emp_190,SwiftShift Time Tracker,Desktop Software,"['AWS', 'User Research', 'Cryptography', 'Accessibility']",2019-06-29,2024-05-02,Data Scientist,Approved
762,Emp_190,CyberTech,Document Management System,"['.NET', 'Test-Driven Development', 'Documentation', 'MySQL']",2021-06-06,2024-05-04,Automation Tester,Approved
763,Emp_190,TechSpark,Content Management System,"['Data Visualization', 'PHP', 'DevOps', 'Ruby']",1996-06-14,2024-04-21,Developer,Approved
764,Emp_191,CyberCode Online Store,Help Desk Software,"['Test-Driven Development', 'Problem Solving', 'Flask', 'Interaction Design']",1971-08-01,2024-04-15,Cloud Solutions Architect,Approved
765,Emp_191,Streamline Solutions CRM,Desktop Software,"['Responsive Design', 'Data Analysis', 'Prototyping', 'Azure']",1985-10-11,2024-04-10,Cloud Solutions Architect,Approved
766,Emp_191,AgileFlow,Document Management System,"['Problem Solving', 'RESTful API', 'Kotlin', 'Azure']",1996-06-24,2024-04-21,DevOps Engineer,Approved
767,Emp_191,PixelPulse,Mobile App,"['Node.js', 'CSS', 'Test-Driven Development', 'Django']",2007-09-04,2024-04-17,Performance Engineer,Approved
768,Emp_192,DataForge Dashboard Creator,Email Client,"['.NET', 'Communication', 'Scrum', 'PHP']",1991-08-04,2024-04-11,Business Analyst,Approved
769,Emp_192,AgileWare,Fleet Management System,"['NoSQL', 'Prototyping', 'Cybersecurity', 'Ruby']",2023-10-28,2024-05-02,DevOps Engineer,Approved
770,Emp_192,DataCraft,Asset Management System,"['Communication', 'Swift', 'Continuous Integration', 'Wireframing']",2021-10-22,2024-04-14,Quality Assurance Engineer,Approved
771,Emp_192,QuickTech Remote Support,Crypto Trader,"['NoSQL', 'C#', 'Continuous Integration', 'User Research']",1992-05-10,2024-04-18,Business Analyst,Approved
772,Emp_193,DataBridge,Booking System,"['PHP', 'Responsive Design', 'CI/CD', 'Information Security']",1977-07-15,2024-04-07,Configuration Manager,Approved
773,Emp_193,DataLink Inventory Tracker,Email Client,"['CI/CD', 'Continuous Deployment', 'Problem Solving', 'Ruby']",1979-07-18,2024-04-29,Cloud Solutions Architect,Approved
774,Emp_193,TechSprint,Task Management Tool,"['PHP', 'Node.js', 'Data Science', 'Responsive Design']",1990-09-13,2024-04-07,Configuration Manager,Approved
775,Emp_193,InnovateSoft Budget Planner,Inventory Management System,"['Vue.js', 'Product Management', 'Test-Driven Development', 'User Research']",2011-10-23,2024-04-30,Cloud Solutions Architect,Approved
776,Emp_194,TechSprint,Customer Service Software,"['Interaction Design', 'Technical Writing', 'Kotlin', 'Python']",1986-06-12,2024-05-03,Designer,Approved
777,Emp_194,AgileTech,Appointment Scheduling Software,"['Product Management', 'Azure', 'Responsive Design', 'Network Security']",2022-04-24,2024-04-15,Release Manager,Approved
778,Emp_194,TechSpark,Virtual Assistant,"['Penetration Testing', 'Azure', 'Kotlin', 'Containerization']",2016-03-17,2024-04-10,Machine Learning Engineer,Approved
779,Emp_194,TechTrek Data Analyzer,Dashboard Creator,"['HTML', '.NET', 'Communication', 'Documentation']",2008-07-06,2024-04-16,Technical Architect,Approved
780,Emp_195,MetaMind Chatbot Builder,Customer Service Software,"['Machine Learning', 'Data Analysis', 'Microservices', 'NoSQL']",1993-12-11,2024-04-07,Designer,Approved
781,Emp_195,CyberTech,Ticketing System,"['Microservices', 'Django', 'Machine Learning', 'Angular']",2007-10-30,2024-04-19,Technical Architect,Approved
782,Emp_195,SwiftWave,Retail Management System,"['HTML', 'Kubernetes', 'Data Science', 'Continuous Deployment']",1971-02-26,2024-04-26,Quality Assurance Engineer,Approved
783,Emp_195,Streamline Solutions CRM,Desktop Software,"['MongoDB', 'Information Security', 'Docker', 'C#']",1989-06-06,2024-04-09,Machine Learning Engineer,Approved
784,Emp_196,Streamline Solutions CRM,Customer Relationship Management,"['Objective-C', 'Requirements Analysis', 'Interaction Design', 'UI/UX Design']",1994-02-13,2024-04-10,Designer,Approved
785,Emp_196,TechSpark,Data Analyzer,"['UI/UX Design', 'Vue.js', 'Data Analysis', 'CSS']",1976-10-05,2024-04-18,Network Engineer,Approved
786,Emp_196,DataWave,Help Desk Software,"['DevOps', 'Objective-C', 'Swift', 'SQL']",1993-07-09,2024-04-09,UI/UX Designer,Approved
787,Emp_196,EchoTech Task Manager,Warehouse Management System,"['Vue.js', 'Troubleshooting', 'User Research', 'Artificial Intelligence']",2014-02-24,2024-05-05,Designer,Approved
788,Emp_197,BlueFinity Evoke,POS System,"['Wireframing', 'Objective-C', 'Test-Driven Development', 'Penetration Testing']",2012-05-06,2024-04-25,DevOps Engineer,Approved
789,Emp_197,AgileFlow,Web Application,"['PostgreSQL', 'Leadership', 'Technical Writing', 'Responsive Design']",1981-02-10,2024-04-07,Data Scientist,Approved
790,Emp_197,AgileWare,Remote Support Tool,"['Vue.js', 'Penetration Testing', 'Technical Writing', 'SQL']",1983-10-14,2024-04-07,Network Engineer,Approved
791,Emp_197,DataLink Inventory Tracker,POS System,"['Ruby', 'Data Science', 'Machine Learning', 'Flask']",1982-10-20,2024-04-26,UI/UX Designer,Approved
792,Emp_198,CatalystCommerce,Remote Support Tool,"['Swift', 'SQL', 'MySQL', 'Agile Product Management']",2020-08-11,2024-04-13,Automation Tester,Approved
793,Emp_198,CyberCode Online Store,Asset Management System,"['Interaction Design', 'Business Analysis', 'Information Security', 'Django']",2011-12-15,2024-04-25,IT Support Specialist,Approved
794,Emp_198,InnovaTech,Customer Service Software,"['Azure', 'CI/CD', 'Cybersecurity', 'User Stories']",1988-07-22,2024-04-14,Database Administrator,Approved
795,Emp_198,InnovateSoft Budget Planner,Chatbot,"['JavaScript', 'Data Visualization', 'Django', 'Artificial Intelligence']",1970-09-20,2024-04-30,Developer,Approved
796,Emp_199,Streamline Solutions CRM,Time Tracking Tool,"['Data Analysis', 'Django', 'NoSQL', 'RESTful API']",1979-01-14,2024-04-25,Configuration Manager,Approved
797,Emp_199,CyberTech,Learning Management System,"['AWS', 'Communication', 'GraphQL', 'Information Security']",1997-04-10,2024-04-15,Designer,Approved
798,Emp_199,SilverLinx POS System,Survey Software,"['Cybersecurity', 'HTML', 'Python', 'React']",1982-01-23,2024-04-28,Developer,Approved
799,Emp_199,InnovatePro,Content Management System,"['Data Analysis', 'Collaboration', 'Information Security', 'Communication']",1984-11-07,2024-04-23,Configuration Manager,Approved
800,Emp_200,FusionSoft Email Client,Social Networking Platform,"['.NET', 'Continuous Deployment', 'Behavior-Driven Development', 'PostgreSQL']",2013-10-18,2024-05-03,Business Analyst,Approved
801,Emp_200,AgileWare,Booking System,"['Ruby', 'HTML', 'User Stories', 'Information Security']",1974-05-17,2024-05-04,Performance Engineer,Approved
802,Emp_200,PixelPlex Crypto Trader,Budget Planner,"['Kubernetes', 'HTML', 'Communication', 'Swift']",1983-05-21,2024-04-10,Product Manager,Approved
803,Emp_200,InnovaTech,Crypto Trader,"['Git', 'User Research', 'PostgreSQL', 'Python']",1997-07-21,2024-04-22,Machine Learning Engineer,Approved
804,Emp_201,TechNova Backup Solution,Web Application,"['Interaction Design', 'Accessibility', 'Angular', 'Business Analysis']",1991-04-01,2024-04-08,IT Support Specialist,Approved
805,Emp_201,DataPulse,Learning Management System,"['Network Security', 'User Research', 'Wireframing', 'Information Security']",2006-12-16,2024-05-03,Project Manager,Approved
806,Emp_201,SwiftShift Time Tracker,Budget Planner,"['User Stories', 'PostgreSQL', 'Kubernetes', 'Docker']",1983-12-21,2024-04-15,Performance Engineer,Approved
807,Emp_201,PixelWorks,Inventory Control System,"['Test-Driven Development', 'AWS', 'Agile Methodologies', 'Azure']",1987-07-25,2024-04-10,Configuration Manager,Approved
808,Emp_202,EchoTech Task Manager,Inventory Control System,"['Data Science', 'Artificial Intelligence', 'Cybersecurity', 'Behavior-Driven Development']",2003-05-31,2024-04-07,Business Analyst,Approved
809,Emp_202,ByteBoost,Educational Software,"['Requirements Analysis', 'GraphQL', 'PostgreSQL', 'Git']",2016-11-06,2024-04-22,Designer,Approved
810,Emp_202,AgileTech,Payment Gateway,"['Continuous Deployment', 'Azure', 'Machine Learning', 'Troubleshooting']",2012-12-03,2024-04-15,Designer,Approved
811,Emp_202,TechTrek Data Analyzer,Remote Support Tool,"['Angular', 'Python', 'Continuous Integration', 'SQL']",1996-01-22,2024-04-21,Cloud Solutions Architect,Approved
812,Emp_203,CodeCraft,Retail Management System,"['UI/UX Design', 'Docker', 'Accessibility', 'Behavior-Driven Development']",1993-11-11,2024-04-25,Technical Architect,Approved
813,Emp_203,QuickTech Remote Support,Warehouse Management System,"['Azure', 'CSS', 'Agile Product Management', 'UI/UX Design']",1987-03-12,2024-04-22,Cybersecurity Specialist,Approved
814,Emp_203,TechNova Backup Solution,Virtual Assistant,"['DevOps', 'Containerization', 'Requirements Analysis', 'Ruby']",2005-02-15,2024-04-14,Designer,Approved
815,Emp_203,ByteBoost,Inventory Control System,"['Documentation', 'Google Cloud Platform', 'Agile Methodologies', 'GraphQL']",2008-01-07,2024-04-12,Product Manager,Approved
816,Emp_204,CodeCraft Web Builder,Budget Planner,"['Problem Solving', 'Machine Learning', 'Objective-C', 'Swift']",1972-09-01,2024-04-25,Project Manager,Approved
817,Emp_204,TechNova Backup Solution,Healthcare Management System,"['Wireframing', 'AWS', 'Accessibility', 'Data Science']",1984-03-15,2024-05-02,Technical Architect,Approved
818,Emp_204,SilverLinx POS System,Online Marketplace,"['Scrum', 'GraphQL', 'Docker', 'Cybersecurity']",1983-01-24,2024-04-10,Cybersecurity Specialist,Approved
819,Emp_204,DataLink Inventory Tracker,Fleet Management System,"['Agile Methodologies', 'Docker', 'Technical Writing', 'UI/UX Design']",1993-07-10,2024-04-29,Artificial Intelligence Engineer,Approved
820,Emp_205,NexGen Mobile Scheduler,Event Management Software,"['Python', 'Agile Methodologies', 'Java', 'GraphQL']",1977-10-21,2024-04-23,Business Analyst,Approved
821,Emp_205,SwiftShift Time Tracker,Survey Software,"['Documentation', 'Behavior-Driven Development', 'AWS', 'Communication']",1972-08-07,2024-04-19,Developer,Approved
822,Emp_205,InnovatePro,Social Networking Platform,"['MongoDB', 'Continuous Integration', 'Microservices', 'Azure']",2015-03-22,2024-05-03,Database Administrator,Approved
823,Emp_205,BlueFinity Evoke,Remote Support Tool,"['Problem Solving', 'Scrum', 'Interaction Design', 'User Research']",1971-04-04,2024-04-26,DevOps Engineer,Approved
824,Emp_206,PixelPulse,Online Marketplace,"['Git', 'Objective-C', 'Cybersecurity', 'Artificial Intelligence']",2007-11-28,2024-04-10,Automation Tester,Approved
825,Emp_206,MetaMind Chatbot Builder,Payment Gateway,"['CI/CD', 'Ruby', 'Swift', '.NET']",1989-06-02,2024-05-04,DevOps Engineer,Approved
826,Emp_206,AgileWare,Ticketing System,"['Objective-C', 'Artificial Intelligence', 'Django', 'Git']",2015-06-28,2024-05-02,DevOps Engineer,Approved
827,Emp_206,DataForge Dashboard Creator,Crypto Trader,"['Product Management', 'GraphQL', 'React', 'Cryptography']",1999-09-16,2024-04-28,Artificial Intelligence Engineer,Approved
828,Emp_207,LogicLane Project Tracker,Educational Software,"['Ruby', 'HTML', 'Vue.js', 'JavaScript']",2003-12-17,2024-04-15,Artificial Intelligence Engineer,Approved
829,Emp_207,DataBridge,Event Management Software,"['GraphQL', 'Flask', 'CI/CD', 'DevOps']",2022-02-26,2024-04-26,Technical Architect,Approved
830,Emp_207,AgileWare,Dashboard Creator,"['Agile Product Management', 'DevOps', 'Support', 'Kotlin']",1970-03-21,2024-05-02,Release Manager,Approved
831,Emp_207,SwiftCode,CRM System,"['Kubernetes', 'NoSQL', 'UI/UX Design', 'Data Analysis']",1979-03-21,2024-04-25,Release Manager,Approved
